"CaseID";"Opened";"Closed";"Updated";"Status";"Status_Notes";"Responsible_Agency";"Category";"Request_Type";"Request_Details";"Address";"Supervisor_District";"Neighborhood";"Police_District";"Latitude";"Longitude";"Point";"Source";"Media_URL";"case_open_date";"case_close_date"
928326.0;"07/27/2011 09:46:02 AM";"07/27/2011 01:43:57 PM";"07/27/2011 01:43:57 PM";"Closed";"393004";"SSP - MTA Feedback Queue";"MUNI Feedback";"MUNI  - Services_Service_Planning";"701_Insufficient_Frequency";"Not associated with a specific address";0.0;"NULL";"NULL";0.0;0.0;"NULL";"Web";"";"2011-07-27";"2011-07-27"
335643.0;"12/19/2008 12:30:10 PM";"12/29/2008 09:33:12 AM";"12/29/2008 09:33:12 AM";"Closed";"NULL";"DPT Color Curb Queue";"Color Curb";"Red Color Curb Request";"DPT Color Curb";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-19";"2008-12-29"
249546.0;"07/17/2008 04:17:16 PM";"07/08/2010 10:16:59 AM";"07/08/2010 10:16:59 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaging_Property";"Sewer_damage_tree_roots";"""66 CAMEO WAY";0.0;" CA";" 94131""";8.0;0.0;"INGLESIDE";"37.74467";"-122.4438";"2008-07-17";"2010-07-08"
249805.0;"07/18/2008 08:38:23 AM";"07/21/2010 06:17:01 AM";"07/21/2010 06:17:01 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Pruning_request";"""2710 PINE ST";0.0;" CA";" 94115""";2.0;0.0;"RICHMOND";"37.78715";"-122.4408";"2008-07-18";"2010-07-21"
250044.0;"07/18/2008 10:45:18 AM";"11/02/2010 04:34:34 AM";"11/02/2010 04:34:34 AM";"Closed";"NULL";"DPW BSM Queue";"Tree Maintenance";"Trees - Damaging_Property";"Lifted_sidewalk_tree_roots";"""437 PERU AVE";0.0;" CA";" 94112""";11.0;0.0;"INGLESIDE";"37.72687";"-122.4258";"2008-07-18";"2010-11-02"
250731.0;"07/19/2008 03:56:42 PM";"07/06/2010 06:16:59 PM";"07/06/2010 06:16:59 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaged_Tree";"Hanging_limb";"Intersection of GATEVIEW AVE and NORTHPOINT DR";6.0;"Treasure Island";"SOUTHERN";37.82962;-122.3732;"""(37.8296166132492";" -122.373177934318)""";"Phone";"2008-07-19";"2010-07-06"
250988.0;"07/20/2008 03:00:58 PM";"12/18/2010 05:09:22 PM";"12/18/2010 05:09:22 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Other_enter_additional_details_below";"""3950 17TH ST";0.0;" CA";" 94114""";8.0;0.0;"MISSION";"37.76269";"-122.434";"2008-07-20";"2010-12-18"
251977.0;"07/22/2008 09:04:11 AM";"07/08/2010 10:17:00 AM";"07/08/2010 10:17:00 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Near_communication_line";"Intersection of 21ST ST and FAIR OAKS ST";8.0;"Dolores Heights";"MISSION";37.7567;-122.4244;"""(37.7567018660382";" -122.424442714463)""";"Phone";"2008-07-22";"2010-07-08"
252102.0;"07/22/2008 11:36:11 AM";"12/04/2010 10:09:23 AM";"12/04/2010 10:09:23 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaging_Property";"Lifted_sidewalk_tree_roots";"Intersection of LOCUST ST and SACRAMENTO ST";2.0;"Presidio Heights";"RICHMOND";37.78755;-122.4519;"""(37.7875517339398";" -122.451945948073)""";"Phone";"2008-07-22";"2010-12-04"
252398.0;"07/22/2008 05:30:06 PM";"12/20/2010 10:04:23 AM";"12/20/2010 10:04:23 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Pruning_request";"Intersection of 42ND AVE and KIRKHAM ST";4.0;"Outer Sunset";"TARAVAL";37.75875;-122.5015;"""(37.7587471040191";" -122.50150531004)""";"Phone";"2008-07-22";"2010-12-20"
342168.0;"12/31/2008 01:00:46 PM";"12/31/2008 02:07:06 PM";"12/31/2008 02:07:06 PM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";""" 463 27TH AVE";0.0;" CA";" 94121""";1.0;0.0;"RICHMOND";"37.78075";"-122.4871";"2008-12-31";"2008-12-31"
342159.0;"12/31/2008 12:55:04 PM";"12/31/2008 02:07:06 PM";"12/31/2008 02:07:06 PM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Bulky Items";"Electronics";""" 463 27TH AVE";0.0;" CA";" 94121""";1.0;0.0;"RICHMOND";"37.78075";"-122.4871";"2008-12-31";"2008-12-31"
342139.0;"12/31/2008 12:33:43 PM";"12/31/2008 12:43:58 PM";"12/31/2008 12:43:58 PM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Bulky Items";"Mattress";"Intersection of CLAY ST and VAN NESS AVE";2.0;"Pacific Heights";"NORTHERN";37.79218;-122.4227;"""(37.7921747101035";" -122.422694280921)""";"Phone";"2008-12-31";"2008-12-31"
252494.0;"07/22/2008 09:36:05 PM";"03/26/2010 01:53:35 PM";"03/26/2010 01:53:35 PM";"Closed";"NULL";"zzDPW Work Queue - DO NOT USE";"Sewer Issues";"Flooding";"On_street";"Intersection of KEZAR DR and LINCOLN WAY";5.0;"Golden Gate Park";"PARK";37.76635;-122.4599;"""(37.7663488599709";" -122.459931580261)""";"Phone";"2008-07-22";"2010-03-26"
252628.0;"07/23/2008 09:06:56 AM";"07/12/2010 04:16:59 PM";"07/12/2010 04:16:59 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Blocking_street_lights";"""362 CAPP ST";0.0;" CA";" 94110""";9.0;0.0;"MISSION";"37.761";"-122.418";"2008-07-23";"2010-07-12"
342094.0;"12/31/2008 11:55:37 AM";"12/31/2008 01:07:06 PM";"12/31/2008 01:07:06 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Pruning_request";""" 100 DOLORES ST";0.0;" CA";" 94114""";8.0;0.0;"MISSION";"37.76773";"-122.4269";"2008-12-31";"2008-12-31"
252682.0;"07/23/2008 10:21:25 AM";"11/12/2010 04:34:28 PM";"11/12/2010 04:34:28 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaging_Property";"Lifted_sidewalk_tree_roots";"""486 CASTRO ST";0.0;" CA";" 94114""";8.0;0.0;"MISSION";"37.7611";"-122.4353";"2008-07-23";"2010-11-12"
252762.0;"07/23/2008 12:16:16 PM";"07/07/2010 11:16:58 AM";"07/07/2010 11:16:58 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Blocking_signs";"Intersection of 10TH AVE and LINCOLN WAY";5.0;"Inner Sunset";"TARAVAL";37.76588;-122.4675;"""(37.7658772265215";" -122.467515160472)""";"Phone";"2008-07-23";"2010-07-07"
342086.0;"12/31/2008 11:47:04 AM";"12/31/2008 02:07:05 PM";"12/31/2008 02:07:05 PM";"Closed";"NULL";"DPW - Other - G";"General Request - PUBLIC WORKS";"request_for_service";"dpw_other - request_for_service";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Web";"";"2008-12-31";"2008-12-31"
252958.0;"07/23/2008 03:33:13 PM";"07/14/2010 03:16:59 PM";"07/14/2010 03:16:59 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Tree_Other";"Other";"Intersection of 14TH ST and FOLSOM ST";9.0;"Mission";"MISSION";37.76854;-122.4156;"""(37.768537410802";" -122.415613952496)""";"Phone";"2008-07-23";"2010-07-14"
342063.0;"12/31/2008 11:28:30 AM";"12/31/2008 02:07:06 PM";"12/31/2008 02:07:06 PM";"Closed";"NULL";"DPW - Other - G";"General Request - PUBLIC WORKS";"request_for_service";"dpw_other - request_for_service";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Web";"";"2008-12-31";"2008-12-31"
342055.0;"12/31/2008 11:23:51 AM";"12/31/2008 12:55:57 PM";"12/31/2008 12:55:57 PM";"Closed";"NULL";"DPW - Bureau of Street Environmental Services - G";"General Request - PUBLIC WORKS";"request_for_service";"bses - request_for_service";"""3090 SAN BRUNO AVE";0.0;" CA";" 94134""";9.0;0.0;"BAYVIEW";"37.7229";"-122.402";"2008-12-31";"2008-12-31"
253681.0;"07/24/2008 04:52:32 PM";"12/18/2010 05:09:22 PM";"12/18/2010 05:09:22 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Pruning_request";"""4433 17TH ST";0.0;" CA";" 94114""";8.0;0.0;"PARK";"37.76185";"-122.4437";"2008-07-24";"2010-12-18"
342039.0;"12/31/2008 11:07:53 AM";"12/31/2008 02:59:28 PM";"12/31/2008 02:59:28 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for PG&E";"PG&E";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-31";"2008-12-31"
253774.0;"07/24/2008 06:52:45 PM";"10/27/2010 06:09:31 AM";"10/27/2010 06:09:31 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Pruning_request";"Intersection of FILLMORE ST and GEARY BLVD";5.0;"Japantown";"NORTHERN";37.78436;-122.4329;"""(37.7843549819784";" -122.432914300391)""";"Phone";"2008-07-24";"2010-10-27"
254047.0;"07/25/2008 10:57:14 AM";"07/12/2010 04:17:00 PM";"07/12/2010 04:17:00 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Pruning_request";"Intersection of 19TH ST and COLLINGWOOD ST";8.0;"Eureka Valley";"MISSION";37.75922;-122.436;"""(37.7592225964931";" -122.435956650168)""";"Phone";"2008-07-25";"2010-07-12"
254054.0;"07/25/2008 11:06:07 AM";"07/08/2010 11:16:58 AM";"07/08/2010 11:16:58 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaged_Tree";"Dead_tree";"""2883 MISSION ST";0.0;" CA";" 94110""";9.0;0.0;"MISSION";"37.75095";"-122.4181";"2008-07-25";"2010-07-08"
254187.0;"07/25/2008 02:15:43 PM";"10/26/2010 10:24:32 AM";"10/26/2010 10:24:32 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaged_Tree";"Other_enter_additional_details_below";"""2212 LAKE ST";0.0;" CA";" 94121""";2.0;0.0;"RICHMOND";"37.78612";"-122.4833";"2008-07-25";"2010-10-26"
342021.0;"12/31/2008 10:56:24 AM";"12/31/2008 02:56:51 PM";"12/31/2008 02:56:51 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for PG&E ";"PG&E ";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-31";"2008-12-31"
254309.0;"07/25/2008 04:34:43 PM";"12/18/2010 05:09:23 PM";"12/18/2010 05:09:23 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Blocking_signs";"""1324 CLAYTON ST";0.0;" CA";" 94114""";8.0;0.0;"PARK";"37.75985";"-122.4463";"2008-07-25";"2010-12-18"
342008.0;"12/31/2008 10:41:56 AM";"12/31/2008 02:53:20 PM";"12/31/2008 02:53:20 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for SF Water Dept";"SF Water Dept";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-31";"2008-12-31"
342004.0;"12/31/2008 10:37:22 AM";"12/31/2008 12:07:14 PM";"12/31/2008 12:07:14 PM";"Closed";"NULL";"DPW BSSR Queue";"Street Defects";"Pavement_Defect";"Pavement_Defect";"Intersection of BROTHERHOOD WAY and LAKE MERCED BLVD";7.0;"Parkmerced";"TARAVAL";37.71469;-122.4852;"""(37.7146944670787";" -122.485229080439)""";"Phone";"2008-12-31";"2008-12-31"
342003.0;"12/31/2008 10:37:11 AM";"12/31/2008 02:43:44 PM";"12/31/2008 02:43:44 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for SF Water Dept";"SF Water Dept";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-31";"2008-12-31"
341982.0;"12/31/2008 10:08:26 AM";"12/31/2008 10:19:28 AM";"12/31/2008 10:19:28 AM";"Closed";"NULL";"DPW - Bureau of Street Environmental Services - G";"General Request - PUBLIC WORKS";"customer_callback";"bses - customer_callback";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-31";"2008-12-31"
